#n_{sat}	#E_{sat}	#K_{sat}	#J_{sym}	#L_{sym}	#m^*/m
0.147416	-15.943998	295.050232	33.680931	58.274792	0.695887
0.156216	-16.141281	231.652008	30.545078	48.241970	0.650412
0.148986	-15.892084	293.605682	31.864279	61.991425	0.720071
0.169033	-16.138622	234.112076	33.904690	51.790443	0.648976
0.161693	-15.841235	210.877289	30.460098	46.429535	0.671682
0.163978	-16.153854	205.375015	31.541014	47.146786	0.729440
0.154601	-16.107368	283.197876	33.358833	49.324432	0.747427
0.143162	-15.956970	225.184875	32.663799	66.152588	0.719013
0.159781	-16.183155	241.265778	33.419613	55.057316	0.679105
0.165330	-15.888735	255.841217	32.188263	61.368587	0.652391
0.155903	-16.164351	220.570663	30.825104	51.014389	0.617880
0.153485	-16.132998	290.998901	31.050739	41.898949	0.685437
0.147683	-15.963167	281.004669	30.468426	42.223698	0.672510
0.142716	-15.804458	263.723297	30.044456	44.605377	0.721319
0.159337	-16.010777	262.334442	32.951210	55.374378	0.651556
0.166028	-16.105225	223.101715	31.620438	55.852325	0.613042
0.149965	-15.958572	248.116089	33.402306	50.796661	0.732285
0.149301	-16.098900	222.521469	33.439705	67.726898	0.741663
0.157840	-16.192787	261.500458	31.739826	47.925014	0.690719
0.155382	-15.839426	239.165802	33.808651	65.677589	0.712286
0.163126	-16.122959	298.945587	33.278458	63.168392	0.626078
0.158503	-15.987844	231.359543	30.916071	48.494648	0.611329
0.152828	-15.900471	208.707779	33.334137	57.484612	0.688971
0.158603	-15.904651	200.015213	29.595577	44.075134	0.639723
0.168516	-16.177280	217.036331	31.205774	45.290745	0.711006
0.166591	-15.869744	279.331299	30.485085	42.219276	0.706496
0.145690	-16.055033	220.375870	31.890415	55.787617	0.725923
0.161969	-16.113567	264.674500	32.439842	59.334621	0.653475
0.144243	-16.082237	298.636353	31.319189	48.246002	0.729525
0.165315	-15.902128	276.375244	32.688324	47.780388	0.724023
0.153852	-16.093740	291.477051	31.290993	42.803055	0.742230
0.150167	-16.074354	221.190094	32.960583	62.259720	0.738000
0.144448	-16.169262	248.932220	31.228790	42.694115	0.690267
0.150865	-16.183605	282.029388	31.649492	49.491661	0.707749
0.159894	-15.829597	296.007294	30.762871	46.963730	0.638312
0.158490	-15.904807	240.406219	33.203083	61.435703	0.727813
0.152790	-15.831969	266.112213	33.980965	68.903008	0.681126
0.140409	-16.049568	246.304276	29.429945	45.047421	0.721947
0.152625	-16.128054	293.846741	30.156065	48.409763	0.663999
0.140219	-15.804307	234.996872	29.837481	41.345211	0.742193
0.159473	-15.831511	262.931366	31.124668	53.110081	0.738339
0.146456	-15.839753	245.309494	32.362953	59.082466	0.688776
0.165112	-15.817250	260.769318	31.506056	51.611164	0.730745
0.149734	-16.115038	243.471008	32.432602	46.323261	0.683346
0.159346	-15.865098	220.533493	29.511271	48.670559	0.608071
0.161556	-15.887542	213.280182	33.336304	59.872452	0.632166
0.150449	-16.136784	290.413971	31.602415	45.140671	0.688623
0.168191	-15.926764	209.145920	30.227417	46.670280	0.608502
0.157990	-15.910914	290.305450	33.429218	55.100956	0.704807
0.154969	-15.910994	202.430817	30.804050	50.596535	0.682238
0.146081	-16.138998	250.233765	31.413244	48.653389	0.720515
0.159835	-15.800155	236.388428	31.767914	45.156178	0.741573
0.158791	-15.843682	228.883270	31.074549	49.907581	0.713165
0.169243	-16.088245	206.210098	30.615389	48.924053	0.626644
0.156517	-15.868730	221.814224	33.625347	68.499687	0.642799
0.162092	-15.981360	282.996948	33.734707	60.578838	0.625956
0.161813	-15.850733	267.941803	33.371471	53.873425	0.660742
0.147992	-15.872773	273.766876	31.218054	55.999981	0.705662
0.165920	-16.048466	292.159729	31.590832	42.505493	0.735917
0.141673	-16.198395	281.776520	30.486633	44.127079	0.743710
0.164320	-16.032742	298.494751	33.151085	55.081047	0.646614
0.163839	-15.845125	265.591217	30.998219	54.502346	0.658105
0.154857	-15.867681	231.980865	31.872877	47.580914	0.677318
0.161777	-15.860169	246.052475	31.394308	47.621071	0.725805
0.160101	-15.983170	287.444122	33.597515	66.639488	0.663122
0.166641	-15.939161	287.332306	33.195206	68.701752	0.631042
0.163114	-16.008022	204.273666	31.024591	46.514061	0.686472
0.165490	-15.939161	250.217056	33.321659	56.213058	0.671412
0.145002	-15.817826	289.099609	30.583515	42.954746	0.749531
0.167989	-16.089180	278.916779	32.200565	44.268425	0.689518
0.141894	-15.819341	285.857422	31.716150	57.019035	0.728960
0.153088	-15.873944	247.101852	32.491722	63.523785	0.731256
0.161882	-16.041370	259.626007	31.672285	55.422440	0.713393
0.160841	-15.872643	298.825531	32.729179	51.509453	0.671244
0.161704	-15.914866	260.926208	30.230247	40.079323	0.720263
0.147184	-16.108271	208.046585	32.187237	46.465576	0.651278
0.165057	-16.162922	273.417206	32.811195	45.169041	0.719661
0.163898	-16.006939	280.804474	33.945744	57.929287	0.638756
0.141025	-16.057743	237.672653	30.677792	49.611351	0.688590
0.158468	-16.199114	242.982742	32.970963	54.837894	0.715586
0.164530	-16.155865	264.120819	31.506783	50.902534	0.694805
0.157350	-15.906513	210.833496	31.398401	53.627449	0.674456
0.153661	-16.153837	212.961884	31.588144	44.969109	0.674848
0.156275	-16.114185	240.050156	33.227402	50.355148	0.684531
0.151382	-16.009951	263.757172	30.686666	49.494137	0.721255
0.166529	-16.177069	295.887329	30.231001	50.828587	0.648307
0.149194	-15.836817	290.973145	32.463783	60.913265	0.680524
0.164460	-15.902286	228.600174	32.416615	50.576454	0.729001
0.140761	-16.197998	261.828705	30.253719	45.544296	0.747970
0.160440	-15.833239	234.846298	31.748383	49.353168	0.694444
0.169944	-16.027428	250.641785	32.917118	48.629570	0.699679
0.140580	-15.900930	244.377121	29.534786	45.008900	0.690552
0.165384	-15.812872	243.763275	30.179867	49.649044	0.610704
0.152400	-16.135260	211.747223	30.128025	46.576855	0.687383
0.159997	-15.821278	269.575745	32.522320	62.180347	0.708542
0.148001	-15.988013	292.326965	33.039791	56.495022	0.695150
0.147784	-15.991419	223.225235	28.810114	44.142632	0.669135
0.159582	-16.068316	256.693207	29.620419	40.422127	0.648082
0.166287	-16.155916	290.958862	30.824326	44.027878	0.722879
0.154156	-15.871996	289.001343	32.800819	53.855858	0.663956
0.147787	-16.023111	243.303619	30.440784	46.819904	0.717200
0.155890	-15.995980	210.817276	31.020761	49.007004	0.641490
0.156134	-16.145323	273.553436	33.109268	55.210869	0.694776
0.165926	-16.051054	203.824936	32.476364	56.992107	0.647895
0.140581	-15.952909	244.611084	30.599718	44.913300	0.680533
0.160370	-16.124416	256.451172	31.661261	52.269634	0.735487
0.160445	-16.179741	288.214417	30.234739	48.758045	0.725337
0.164730	-15.847883	250.770386	32.675713	55.193810	0.681880
0.153374	-16.033197	205.667130	29.664503	44.595669	0.687908
0.168174	-16.158619	238.060287	30.765408	45.885597	0.663386
0.145278	-15.828536	274.521332	30.642946	50.103508	0.685762
0.160517	-16.005854	276.052887	30.967678	51.023838	0.668889
0.151700	-16.038940	244.649643	32.820152	50.159859	0.692725
0.169269	-15.890265	276.091858	30.720295	53.893574	0.640756
0.154812	-16.154652	294.039764	29.801117	41.022522	0.726665
0.162130	-15.923847	254.790985	31.311420	52.601093	0.686376
0.147130	-15.851808	234.480301	29.754091	41.928535	0.748838
0.167332	-15.957538	244.375626	33.088684	55.400043	0.614221
0.165618	-16.004793	288.666351	33.580563	68.844658	0.660790
0.169547	-15.825163	254.291565	31.772186	54.514465	0.719376
0.162259	-15.886242	238.733795	32.038445	56.318096	0.719815
0.167171	-15.802226	266.406952	30.147373	40.953075	0.704129
0.166278	-16.150181	206.357407	33.133099	47.815853	0.649396
0.161601	-16.079527	266.085388	30.477356	52.587742	0.636332
0.163460	-15.852468	204.817596	30.875320	43.126263	0.679591
0.161445	-16.162746	280.773926	29.922199	47.734524	0.688636
0.149975	-15.958407	248.986435	29.426607	43.296047	0.687333
0.160026	-15.871802	221.045425	32.767467	61.437313	0.620790
0.144504	-16.110844	267.722168	30.357164	41.234550	0.702029
0.152796	-16.141388	266.747437	33.768578	60.053963	0.708974
0.141485	-15.823558	276.877228	32.652016	53.095272	0.714470
0.145717	-15.987662	267.850800	29.473763	40.841885	0.748694
0.143189	-16.156160	297.610962	31.940102	54.888275	0.740487
0.167085	-16.094704	269.740326	30.466328	43.702290	0.735403
0.146523	-16.160975	204.779953	32.963718	49.100655	0.664842
0.143751	-16.096024	291.492035	30.214684	45.363258	0.701811
0.161665	-15.825688	283.018188	30.459494	50.533279	0.618921
0.153595	-16.183672	269.818024	32.648064	48.977097	0.671095
0.156966	-15.916365	200.569885	33.785706	51.820660	0.667303
0.159273	-15.933397	231.159485	32.572456	54.337498	0.643397
0.151285	-15.860299	217.088837	29.969294	48.559750	0.629693
0.166385	-15.818864	283.399994	32.680279	62.034729	0.731323
0.148461	-15.901568	283.314178	32.324787	63.486607	0.730160
0.159202	-15.960871	279.808990	32.410042	48.160767	0.717671
0.167810	-15.950453	277.670258	31.378555	58.077358	0.591955
0.168062	-15.977226	216.739853	33.342594	58.554596	0.685583
0.141150	-15.836777	288.933807	31.989985	50.863739	0.719509
0.140162	-16.121901	260.695984	28.515141	40.248203	0.728591
0.148126	-16.104622	254.591629	30.806322	43.213318	0.746589
0.146556	-16.125586	254.084686	30.476124	43.988579	0.736811
0.162613	-15.820456	299.698334	30.557175	57.819805	0.632906
0.162014	-15.921336	287.881744	32.267323	56.103714	0.684239
0.162298	-15.904649	241.534042	33.779842	55.508442	0.705464
0.160957	-16.148880	252.615051	29.814232	40.673931	0.724371
0.168402	-16.094357	284.642578	33.877041	50.246586	0.725377
0.166263	-16.097425	230.941360	31.316908	53.690205	0.625705
0.153882	-16.123840	260.111542	31.363153	43.943272	0.723056
0.142767	-16.145859	299.007721	31.325935	49.858673	0.730314
0.159403	-16.151976	285.291504	33.872154	64.177734	0.666503
0.155510	-16.105068	291.011810	30.029062	46.018269	0.680268
0.167519	-16.136667	205.067413	33.672203	53.388336	0.624138
0.158068	-16.079050	298.863678	30.439865	41.910831	0.749384
0.154753	-15.986918	273.720703	33.188465	67.615128	0.669489
0.140149	-16.182262	281.110229	29.886705	49.953209	0.748751
0.163512	-15.819242	267.501556	33.632694	62.067524	0.723031
0.146100	-15.816463	264.677551	31.324942	46.467506	0.711792
0.158927	-15.806527	267.101196	30.437410	42.561031	0.690009
0.146702	-16.043230	213.220139	30.300507	46.005856	0.667162
0.160219	-16.181099	292.598053	31.281849	47.980698	0.671355
0.146234	-15.955197	226.451935	28.429144	42.087379	0.657779
0.163831	-15.848213	291.300415	32.888157	65.621925	0.742475
0.142464	-16.141174	224.984177	32.602661	62.671452	0.743498
0.165696	-16.183250	207.822510	32.577927	54.188957	0.609881
0.165355	-15.962544	297.948273	29.891256	48.246387	0.639315
0.160584	-15.936804	270.042664	32.876823	61.587620	0.698674
0.160943	-15.814672	258.529541	31.215122	45.122478	0.727728
0.169655	-15.837799	253.667603	33.153679	52.438450	0.657086
0.168518	-15.800264	291.217987	31.979471	48.186764	0.649209
0.165197	-16.119547	223.522354	32.460556	55.701923	0.638572
0.161264	-16.100994	273.764923	33.245762	47.958580	0.737528
0.142272	-15.918653	255.333008	32.569244	64.442924	0.718107
0.149343	-15.910843	289.559753	29.953665	40.140839	0.668643
0.147080	-15.908092	214.653397	31.116571	43.190895	0.694772
0.168273	-16.097509	211.429947	33.888824	51.201347	0.640882
0.151667	-15.842450	297.004395	31.528000	58.882587	0.671498
0.163401	-15.830589	287.634369	33.656433	60.458313	0.626639
0.157377	-15.903602	208.506699	29.749683	49.617470	0.639807
0.159598	-15.904773	234.693787	31.114670	45.635967	0.727962
0.150538	-15.960789	270.627960	32.780350	59.620350	0.695334
0.152623	-16.197561	260.714874	33.186642	56.605042	0.708368
0.157289	-16.129219	227.741882	33.678257	59.101425	0.656729
0.161212	-16.197088	283.548859	30.314486	44.086739	0.690384
0.160300	-15.921514	276.397552	30.974808	41.423798	0.715509
0.161823	-16.106756	259.370117	31.473558	47.932056	0.700096
0.146881	-16.079277	229.228485	31.426022	51.592789	0.714882
0.167107	-15.976324	245.607040	31.922264	56.457676	0.618481
0.145661	-15.841246	246.775879	31.938728	47.826447	0.679398
0.146889	-15.959114	271.171631	31.918976	46.553928	0.747246
0.159758	-15.863222	289.005585	30.402796	44.483128	0.653922
0.145940	-15.836258	241.740341	29.334158	43.441898	0.687609
0.147853	-16.141058	261.853912	30.392799	46.073261	0.692569
0.166820	-16.138050	201.872131	33.000328	53.068501	0.653220
0.161779	-15.984417	259.818878	33.291714	65.432541	0.650373
0.166172	-16.123693	261.814697	32.727261	43.711670	0.711097
0.168237	-16.080927	297.630157	31.113838	47.319736	0.641659
0.161450	-15.941106	282.781219	30.612307	47.885193	0.658950
0.165596	-15.844120	239.091309	33.373680	53.491184	0.687129
0.150482	-16.044363	259.544525	31.709234	55.583965	0.663095
0.155348	-16.165442	276.458618	29.329739	45.909458	0.670206
0.150218	-16.004971	205.482864	33.656998	65.453583	0.645512
0.148044	-15.846610	228.448502	30.355953	40.709896	0.712529
0.157514	-16.170895	232.680374	33.722870	53.136604	0.729223
0.159915	-15.930291	286.689911	32.037331	59.289867	0.654506
0.157732	-15.944165	297.282501	31.556158	58.339207	0.652459
0.155006	-16.084013	250.710129	32.872253	62.214966	0.732679
0.154180	-16.190815	222.411865	33.585026	48.340553	0.737965
0.166482	-16.156450	245.066727	30.687458	52.062050	0.620917
0.153573	-16.042793	252.695755	32.663620	50.146111	0.705653
0.147889	-15.961853	252.337555	31.943876	46.005585	0.730787
0.167867	-15.883203	245.082657	32.192314	41.893867	0.711528
0.145787	-15.936661	239.115524	32.313412	51.756912	0.730147
0.158104	-15.996505	206.216980	30.678059	50.554741	0.620931
0.149904	-15.810549	252.083466	31.119532	56.357368	0.713132
0.158123	-16.089277	240.327728	33.335327	65.004501	0.734573
0.141027	-15.935312	245.955948	32.432743	55.954170	0.706231
0.151354	-15.821172	252.430405	32.713303	58.340542	0.678993
0.160609	-16.038044	275.821381	30.228109	50.505775	0.635724
0.150413	-16.182718	298.135590	32.232895	50.263638	0.666102
0.142072	-15.851624	259.868042	32.006824	46.606289	0.740150
0.145676	-16.091049	263.712524	31.194836	53.006046	0.749401
0.153703	-15.846849	243.650528	33.307270	59.658699	0.698510
0.155871	-16.127123	258.594452	31.895975	48.176861	0.733610
0.146593	-15.906680	240.889755	31.931671	52.702816	0.730629
0.140054	-15.997802	263.418457	29.839039	49.224503	0.701447
0.168725	-16.157570	276.990295	33.547050	67.008675	0.619507
0.165726	-15.931954	269.379150	31.312571	51.618904	0.643389
0.151120	-15.985587	244.516068	33.848843	69.496727	0.727698
0.147611	-15.864949	243.088318	31.970474	54.864719	0.668981
0.158899	-16.141537	282.858429	32.323296	56.389324	0.625716
0.155476	-16.093519	263.726288	31.497570	45.432320	0.677026
0.153705	-16.007044	202.409988	31.157314	48.957947	0.747862
0.159879	-16.101864	250.249756	30.463285	46.503620	0.733689
0.167530	-15.931778	286.327423	33.593060	57.723812	0.648115
0.146272	-15.801067	263.485901	32.261745	48.217510	0.715645
0.159126	-15.829914	279.293823	31.372969	54.523453	0.664658
0.164723	-16.101616	227.314377	33.364113	58.176468	0.613354
0.152081	-16.118471	201.609360	32.988567	54.225677	0.631891
0.158851	-15.816788	296.691772	33.185360	59.024265	0.741597
0.142466	-16.081797	207.372162	32.624271	64.974014	0.699124
0.152890	-16.098301	209.409592	33.275425	60.554955	0.630771
0.159567	-16.011072	299.024811	32.238083	56.367657	0.652410
0.140190	-16.056467	272.816193	31.041397	45.380226	0.734599
0.148229	-16.072418	240.510300	30.339756	43.740784	0.680530
0.161300	-16.002888	294.515106	32.641293	51.418644	0.647392
0.162457	-15.984323	247.715515	32.733688	59.672504	0.607204
0.163984	-16.062111	203.798248	32.602699	50.787041	0.718677
0.161213	-15.872257	258.819092	32.202168	45.947884	0.721828
0.148697	-15.980486	293.860291	31.412035	48.423302	0.710873
0.149611	-15.821152	269.317383	31.688171	56.952923	0.673333
0.167663	-15.985173	296.423676	31.545954	50.117813	0.630628
0.152748	-16.181925	273.386963	29.706717	46.193493	0.671504
0.149044	-16.170044	270.320740	31.872244	59.836227	0.736578
0.144768	-15.844154	289.165344	32.341988	50.489368	0.726106
0.161571	-15.804390	236.797195	33.697926	59.593552	0.629379
0.140669	-15.973870	243.924500	29.748615	42.368835	0.736519
0.162978	-16.016779	261.339966	33.316673	56.357887	0.681912
0.150591	-16.041887	272.862152	29.638212	43.456665	0.722539
0.158123	-16.091702	227.321899	32.394718	47.152309	0.727147
0.154205	-16.182123	205.300522	31.362427	52.928730	0.655394
0.150167	-15.929736	286.680969	31.134371	57.529816	0.727810
0.158233	-15.833222	216.391418	30.449522	43.888313	0.653708
0.153741	-16.097403	212.457260	31.853384	43.705776	0.693992
0.165436	-16.078836	242.513504	32.808441	56.900494	0.711327
0.154576	-16.175795	229.583893	32.739597	49.626022	0.726793
0.166816	-16.119051	217.484711	32.542282	56.289600	0.689074
0.157248	-16.036421	273.523163	31.995846	57.749073	0.635156
0.169619	-16.010807	256.968231	31.476574	54.622929	0.600765
0.152117	-15.877094	231.952179	33.108307	60.741856	0.639674
0.154845	-16.147293	247.530136	31.947147	51.828190	0.691315
0.157550	-15.805183	241.649704	33.783073	61.473629	0.705229
0.154961	-16.124428	264.148926	28.976654	41.050755	0.675871
0.166487	-15.814185	263.028320	32.466457	54.897552	0.692016
0.163184	-15.805013	252.297775	31.705105	58.546738	0.665060
0.163463	-15.842382	231.296570	32.999092	62.703300	0.645367
0.167893	-16.058472	291.811035	32.397106	55.500080	0.698295
0.161948	-15.983779	283.528717	32.817818	64.411476	0.726988
0.151629	-16.116240	229.681824	31.927176	45.315357	0.713258
0.162051	-15.960303	277.570679	30.899788	48.511845	0.633616
0.164117	-15.963062	219.079559	33.218880	65.702835	0.599675
0.167803	-15.923504	214.622101	32.389874	55.255505	0.712019
0.162852	-15.911867	264.268250	30.641665	41.796215	0.674272
0.157085	-15.870246	278.916046	29.231598	47.286419	0.651153
0.158299	-16.022671	276.175476	33.396118	59.696495	0.672009
0.160142	-16.020908	280.580353	33.862724	62.167732	0.633858
0.167645	-16.138376	295.668152	30.546824	54.421410	0.619459
0.167303	-15.988499	261.051849	31.905516	50.399227	0.680179
0.150848	-16.187645	251.177216	33.674343	54.419899	0.741465
0.158403	-15.880054	218.308121	30.725910	51.702728	0.642040
0.154391	-15.927789	209.678909	33.438969	59.038509	0.724976
0.149766	-15.843231	261.858765	31.348242	60.010216	0.667036
0.165665	-15.902951	243.154938	31.545813	48.346340	0.698531
0.163842	-15.917333	262.855377	31.302635	48.281914	0.718697
0.151903	-16.125824	268.160095	28.874792	41.547771	0.716979
0.153491	-15.877096	270.305054	30.429722	45.940742	0.737756
0.161080	-16.107035	299.990509	30.556137	42.856335	0.676700
0.159357	-15.847311	261.691071	29.526911	48.661358	0.646321
0.155920	-15.892082	249.916962	31.972561	44.692062	0.748270
0.149776	-16.062864	295.842407	31.693399	58.895832	0.687813
0.162111	-15.942926	255.737320	33.062672	48.982162	0.731710
0.162828	-15.983209	225.194931	30.784929	43.717258	0.640279
0.163341	-15.898057	221.504333	33.881847	65.907013	0.624419
0.165904	-15.959746	276.252167	30.944077	43.785488	0.722191
0.155436	-15.958908	225.347427	30.068968	50.516586	0.651608
0.149828	-16.017101	265.071350	32.959743	67.635628	0.713440
0.147377	-15.871569	286.897400	31.553654	55.562618	0.727342
0.163820	-16.005280	256.856720	30.905655	49.480099	0.620794
0.146486	-16.068329	267.089905	29.685539	45.616440	0.682641
0.166711	-15.863918	265.856140	33.638412	68.753143	0.702792
0.141069	-16.199781	279.630981	31.699848	50.257713	0.733372
0.160746	-15.869937	249.616669	31.408545	47.202927	0.657352
0.163441	-16.088945	285.776031	31.617144	53.135448	0.720598
0.149279	-15.857499	297.298401	30.551855	55.379219	0.727255
0.164428	-15.898295	260.168091	32.481533	58.898746	0.699031
0.154838	-16.046698	254.546875	33.744095	54.168095	0.651209
0.152583	-15.836355	219.926788	32.228725	52.765305	0.693359
0.140028	-15.833407	250.482071	32.100403	64.683998	0.738813
0.143793	-16.175953	245.135254	33.073650	61.232586	0.694338
0.160586	-15.926797	298.428955	32.692883	67.696129	0.635461
0.154754	-16.017714	249.368423	32.766102	50.576138	0.743774
0.143703	-16.101307	242.605789	30.789465	48.860134	0.718449
0.146209	-16.119783	294.559967	31.606377	45.949722	0.682467
0.151491	-16.057629	287.910187	32.432835	62.764233	0.701060
0.141549	-15.832712	200.372345	32.513828	59.118076	0.746410
0.162628	-15.949282	282.583069	33.041504	49.751507	0.717613
0.160094	-15.945078	255.574997	32.163738	48.591576	0.717924
0.167289	-16.197306	208.508514	32.001225	52.939045	0.678663
0.140956	-16.133545	295.717499	31.393978	58.530064	0.747252
0.140425	-15.807902	238.589172	30.634310	46.694004	0.691098
0.169801	-16.005970	231.756363	30.665051	52.622150	0.622026
0.164115	-15.841738	248.217072	30.966894	43.198730	0.677864
0.157923	-16.063030	217.176849	31.146805	49.439022	0.614243
0.168141	-16.144205	299.973236	32.652073	65.535141	0.622441
0.165857	-15.869077	247.474960	33.457199	64.327629	0.675232
0.152740	-16.141714	246.315826	33.549706	53.803703	0.700842
0.160474	-15.990682	269.876434	30.966024	42.327515	0.716796
0.154372	-16.149033	253.200851	32.781845	61.148846	0.719325
0.164873	-16.107269	261.449310	33.284874	61.770294	0.667157
0.161437	-16.006540	277.481659	31.246262	50.906662	0.740417
0.161429	-16.076475	216.917160	32.560680	53.138313	0.719051
0.145933	-15.998438	242.994385	32.114731	53.565605	0.675148
0.162340	-16.085102	239.524506	32.803413	55.337921	0.705799
0.149179	-15.952897	271.978394	33.668297	64.915863	0.730450
0.159643	-15.848083	290.428619	33.348347	68.776779	0.681087
0.155204	-15.956159	241.456818	32.375900	54.585533	0.725449
0.164981	-15.895693	290.930908	31.609503	52.800076	0.683288
0.158749	-16.184074	240.352432	32.166767	50.127739	0.732454
0.162409	-15.936588	228.476028	30.044228	44.288063	0.689906
0.161405	-16.091904	279.348358	32.936562	60.483150	0.616867
0.147780	-16.120863	247.314865	32.603271	51.871178	0.699115
0.166084	-15.920427	214.377991	30.326107	51.175236	0.591287
0.141440	-16.005724	232.198868	32.268948	54.457726	0.697471
0.153778	-15.892794	252.092224	31.248978	55.018475	0.671894
0.157541	-16.002804	226.609360	29.810577	41.585880	0.722861
0.162698	-16.032640	281.437927	32.984211	57.263454	0.718629
0.151775	-16.171558	233.847397	32.079029	41.169411	0.744189
0.169356	-16.158894	250.149780	32.465176	44.534451	0.714499
0.167155	-16.077612	290.328033	31.179020	47.065327	0.649984
0.163761	-15.836024	289.790405	30.624784	47.720425	0.691252
0.149739	-15.923850	207.990082	33.344250	64.461418	0.708603
0.150283	-16.013884	261.918610	33.701450	64.257904	0.723719
0.164132	-15.967077	256.462341	32.620403	48.590996	0.704985
0.168816	-15.808974	294.719818	30.341070	53.944294	0.601003
0.165822	-15.876043	294.245148	32.557247	55.608833	0.728395
0.149026	-15.855993	270.241577	31.009390	42.904766	0.698782
0.158893	-16.104290	298.756592	33.144604	66.746597	0.647943
0.156076	-16.133635	213.128479	30.044409	51.334503	0.625692
0.157620	-15.877378	239.468674	32.133553	48.175308	0.667544
0.166099	-16.127758	298.942322	32.724991	47.742928	0.729367
0.141506	-16.003796	265.241333	32.364056	60.528561	0.714142
0.150492	-16.199566	253.683273	32.680050	58.398457	0.655452
0.148176	-16.008377	253.257080	33.848732	56.548573	0.729501
0.153661	-15.947960	297.333191	32.423801	59.644817	0.704782
0.155039	-16.030327	251.246506	32.337517	46.710529	0.702191
0.163296	-15.856234	234.837112	31.636679	45.648449	0.719910
0.147627	-15.879765	287.248199	32.327366	61.803791	0.706422
0.169143	-16.121790	285.954681	33.145252	63.865536	0.688680
0.167172	-15.853371	232.964020	30.838993	51.473881	0.595694
0.150446	-16.168030	219.642868	30.855473	48.066673	0.749892
0.156097	-16.059591	265.463989	33.650227	55.957367	0.749658
0.151558	-16.107489	273.453888	32.408005	46.465801	0.720604
0.163895	-15.998387	258.322388	33.697639	52.295513	0.669630
0.161033	-15.913613	293.868530	31.560648	48.624237	0.736625
0.161570	-16.119518	265.502808	32.236179	47.172531	0.693237
0.158690	-15.906654	200.752579	33.766964	63.213554	0.626208
0.169372	-15.927635	295.409210	30.879726	50.306004	0.711833
0.140645	-15.841708	278.270172	31.847946	61.798096	0.738274
0.165915	-16.163246	255.929199	31.717184	49.587627	0.692992
0.143100	-16.169500	283.349609	29.187275	43.316059	0.696384
0.142934	-16.144083	275.330688	31.274437	54.531040	0.716526
0.148024	-15.829425	272.861603	32.168633	55.837769	0.729944
0.167141	-15.973803	287.731567	30.365379	48.860683	0.646277
0.154708	-15.986023	287.967041	29.304523	42.638477	0.659540
0.156350	-15.912618	282.166687	29.416553	41.437000	0.653584
0.159512	-15.890471	252.586563	30.602579	51.147411	0.659528
0.157073	-16.044622	223.705994	32.416260	46.896175	0.720336
0.155179	-16.181492	223.772324	33.057056	55.306805	0.614250
0.154106	-16.004919	234.829224	32.844955	50.554924	0.691542
0.159522	-16.110071	220.202591	32.945980	53.658760	0.650005
0.144490	-15.848344	240.131195	32.245560	46.204155	0.718617
0.161388	-16.054094	270.588776	31.665218	48.945805	0.640209
0.159650	-16.183563	269.227661	33.948647	58.823582	0.655526
0.147792	-15.880424	268.635132	31.192423	53.759247	0.690183
0.168149	-16.186741	275.698883	31.693336	48.068172	0.734296
0.152190	-15.969198	203.008865	33.946442	69.189667	0.733836
0.159226	-15.820395	285.027435	31.198793	54.713295	0.633728
0.165876	-16.122658	271.310394	30.881813	51.076588	0.643740
0.141588	-15.877265	253.193939	30.799215	51.688908	0.708361
0.165944	-16.191759	202.789215	33.249542	57.649483	0.664388
0.154832	-16.110172	256.904694	33.788364	61.060562	0.647455
0.159565	-15.903268	283.970795	33.098068	60.010807	0.661830
0.141202	-16.047396	286.229004	29.190615	45.914955	0.738445
0.161684	-16.113436	286.727692	32.990421	56.084904	0.714015
0.147455	-15.872010	256.386108	30.786196	46.187843	0.730865
0.144604	-15.810209	233.437531	28.912191	41.727791	0.748037
0.162263	-15.951616	265.487213	31.082165	54.546066	0.664249
0.158119	-15.917775	229.595154	30.835375	51.150879	0.634559
0.148815	-15.983042	262.303223	30.651335	43.551159	0.661243
0.161345	-15.914340	200.631851	31.465179	48.920040	0.655737
0.152632	-16.145472	248.785324	33.226944	54.901756	0.667862
0.141115	-15.927963	243.094681	32.064091	45.745174	0.725892
0.155569	-15.985563	210.178482	31.304993	40.641663	0.700234
0.154533	-16.101025	221.685165	32.335514	59.996433	0.629987
0.160459	-16.118389	256.874115	32.838867	53.949558	0.742548
0.166414	-16.101795	240.479950	31.471067	42.581432	0.662704
0.160979	-16.098991	225.042999	33.895805	62.724972	0.736372
0.158467	-15.897304	218.739273	29.222164	47.377178	0.613201
0.167188	-15.899509	298.295135	32.922878	65.444656	0.664789
0.159540	-16.105665	250.524536	32.294582	49.238377	0.696693
0.150114	-16.046778	291.654175	29.637482	42.707745	0.709822
0.151334	-15.925441	264.750610	33.916992	60.470108	0.695394
0.160031	-16.140068	265.479218	32.681530	59.778946	0.662498
0.144709	-16.081421	238.314835	32.283989	62.769337	0.697861
0.168254	-16.038952	251.363983	30.928345	52.269623	0.600792
0.161564	-15.922547	294.664032	31.901352	55.662628	0.656721
0.160597	-15.962332	269.652130	32.885094	63.744873	0.726074
0.168923	-15.968707	232.599030	31.259741	55.616268	0.598491
0.169896	-15.901665	244.765701	33.513752	46.730026	0.712075
0.152332	-15.868253	228.778275	29.538113	43.994076	0.640305
0.150325	-15.914133	261.634827	32.862148	64.584053	0.718654
0.158071	-16.004894	261.026947	31.278543	51.646008	0.727241
