9.717315	 10.902854	 10.008483	 0.002702	 -0.001509	 0.039773	
10.686445	 12.268608	 11.909346	 0.002676	 -0.003729	 0.042887	
9.175177	 9.680759	 9.823563	 0.006076	 -0.005917	 0.042449	
10.194636	 11.431028	 11.134151	 0.003308	 -0.003718	 0.037809	
9.477385	 10.378214	 10.524475	 0.003661	 -0.001834	 0.041204	
9.517221	 10.449659	 10.674037	 0.003197	 -0.000216	 0.044052	
9.793253	 10.715212	 10.941398	 0.004251	 -0.004355	 0.043713	
9.265693	 10.033766	 10.219103	 0.004704	 -0.004654	 0.048156	
9.190305	 9.958327	 10.598223	 0.003343	 0.001525	 0.071591	
9.613900	 10.668058	 10.199058	 0.003506	 -0.003450	 0.057527	
10.222729	 11.547924	 11.361038	 0.003172	 -0.004096	 0.051696	
9.540256	 10.577882	 9.726485	 0.003435	 -0.003040	 0.039577	
9.872753	 11.196462	 9.974528	 0.002552	 -0.002260	 0.026758	
10.279117	 11.492407	 11.233943	 0.003683	 -0.004960	 0.050954	
9.470668	 9.951871	 10.558013	 0.006332	 -0.006431	 0.054349	
9.901047	 10.759972	 10.425947	 0.004326	 -0.003741	 0.032303	
9.126834	 9.543201	 10.039969	 0.006082	 -0.004060	 0.034823	
10.214649	 11.659540	 10.357684	 0.002553	 -0.002831	 0.027158	
10.131818	 11.185538	 10.795179	 0.003881	 -0.004147	 0.047402	
9.788954	 11.150466	 9.679446	 0.002504	 -0.002582	 0.031103	
9.618152	 10.653836	 10.793528	 0.003345	 -0.002437	 0.047539	
9.597082	 10.731461	 10.268083	 0.003204	 -0.003226	 0.037089	
10.169306	 11.255129	 10.405257	 0.004055	 -0.005303	 0.033307	
9.829887	 10.603362	 11.067474	 0.005189	 -0.006413	 0.064867	
9.649175	 10.709719	 10.454354	 0.003127	 -0.001627	 0.055071	
9.874138	 11.271583	 9.960320	 0.002470	 -0.002651	 0.042983	
9.913256	 11.115038	 10.473031	 0.003299	 -0.003703	 0.035999	
9.480309	 9.972795	 10.420551	 0.005758	 -0.004175	 0.028845	
10.066125	 10.896623	 10.594079	 0.004945	 -0.005966	 0.039160	
9.610645	 10.581316	 10.696067	 0.003522	 -0.002294	 0.039588	
9.319030	 9.980145	 11.078627	 0.004539	 -0.001705	 0.062866	
9.354285	 10.330041	 9.586391	 0.003482	 -0.002740	 0.047101	
9.719661	 10.908423	 10.656112	 0.003043	 -0.002895	 0.051443	
9.511801	 10.254594	 10.711499	 0.004415	 -0.002628	 0.057679	
9.279668	 10.230095	 10.627071	 0.003345	 -0.001943	 0.051108	
9.737072	 10.964548	 10.330519	 0.002930	 -0.002873	 0.036834	
8.940606	 9.504799	 10.777201	 0.004661	 -0.001025	 0.052334	
10.282797	 11.534741	 10.918760	 0.003180	 -0.003350	 0.051155	
10.711822	 12.057955	 10.515980	 0.003331	 -0.004321	 0.020923	
9.823643	 10.957681	 10.858034	 0.003333	 -0.003256	 0.032681	
9.135332	 9.809077	 10.857339	 0.004797	 -0.003538	 0.076072	
10.396540	 11.756681	 10.997602	 0.003243	 -0.004447	 0.034452	
9.875763	 11.101096	 10.138434	 0.003175	 -0.003635	 0.031301	
