#g_{\sigma}	 #g_{\omega}	 #g_{\rho}	 #b_{\sigma}	 #c_{\sigma}	 #\Lambda_{\omega}
9.462593	 9.938604	 10.096196	 0.006707	 -0.008168	 0.040371	
9.657484	 9.976829	 10.491256	 0.007387	 -0.008352	 0.030602	
9.598994	 10.312477	 10.224046	 0.005215	 -0.005670	 0.037270	
9.499030	 9.996295	 9.939206	 0.006532	 -0.007677	 0.035051	
9.609037	 10.242304	 10.437317	 0.005806	 -0.006846	 0.037401	
9.991303	 10.879621	 10.077127	 0.004694	 -0.005692	 0.025657	
9.991303	 10.879621	 10.077127	 0.004694	 -0.005692	 0.025657	
10.068455	 11.078067	 10.989796	 0.004332	 -0.005664	 0.035832	
9.710038	 10.568583	 9.858976	 0.004710	 -0.005490	 0.033183	
9.908777	 10.696793	 10.196614	 0.005169	 -0.006458	 0.030852	
10.135541	 11.182611	 10.618910	 0.004152	 -0.005300	 0.033827	
10.067305	 11.012794	 10.314368	 0.004343	 -0.004857	 0.024094	
9.832908	 10.455348	 10.310203	 0.005641	 -0.006079	 0.028269	
9.423284	 9.825077	 10.486920	 0.006523	 -0.005447	 0.033373	
9.385714	 9.832523	 10.134176	 0.006034	 -0.004554	 0.030833	
9.738094	 10.395502	 10.139961	 0.005726	 -0.006949	 0.036764	
9.840438	 10.771215	 10.178568	 0.004466	 -0.005348	 0.036134	
9.640241	 10.381128	 10.099080	 0.005285	 -0.006324	 0.036134	
9.437084	 9.829353	 10.100766	 0.006569	 -0.005850	 0.028377	
9.648202	 10.468753	 10.475696	 0.005005	 -0.006290	 0.040907	
9.987463	 10.860855	 10.298804	 0.004547	 -0.004821	 0.026464	
10.070307	 10.973015	 10.171255	 0.004552	 -0.005209	 0.023032	
9.506100	 9.997081	 10.218409	 0.005953	 -0.005072	 0.032637	
9.926813	 10.690896	 10.237803	 0.005034	 -0.005519	 0.028936	
9.549552	 10.159306	 10.025158	 0.005840	 -0.006893	 0.032790	
9.540135	 10.028246	 10.343222	 0.006210	 -0.006095	 0.034198	
10.126620	 11.061825	 10.348460	 0.004342	 -0.004600	 0.029711	
9.993388	 10.839555	 10.189150	 0.004907	 -0.006010	 0.026326	
10.112911	 11.064392	 10.759356	 0.004303	 -0.004769	 0.026955	
9.887640	 10.751445	 10.609813	 0.004658	 -0.005247	 0.033334	
9.771475	 10.311793	 10.501772	 0.006099	 -0.006556	 0.028166	
9.465758	 10.075312	 10.465626	 0.005586	 -0.005507	 0.034215	
9.483539	 10.157445	 9.860247	 0.005392	 -0.005884	 0.035310	
10.236180	 11.330302	 10.838082	 0.004059	 -0.005280	 0.035067	
9.363159	 9.860990	 10.021980	 0.005954	 -0.005221	 0.034879	
9.920571	 10.720927	 10.365540	 0.004862	 -0.005339	 0.030526	
9.768406	 10.346923	 10.300052	 0.005989	 -0.006892	 0.026920	
9.620006	 10.256065	 10.282848	 0.005859	 -0.007384	 0.038915	
10.109202	 10.893338	 10.564895	 0.005056	 -0.005847	 0.030446	
9.763283	 10.474129	 10.387805	 0.005331	 -0.006155	 0.031899	
9.415629	 9.934705	 10.088756	 0.005847	 -0.005223	 0.034466	
9.690892	 10.572478	 9.952252	 0.004710	 -0.005905	 0.041824	
9.739454	 10.137552	 10.424644	 0.006950	 -0.007794	 0.031710	
9.810872	 10.592924	 10.481141	 0.004812	 -0.004893	 0.026639	
9.921094	 10.892023	 10.152976	 0.004448	 -0.005738	 0.033405	
9.590325	 10.258315	 10.115824	 0.005311	 -0.005391	 0.028768	
9.811212	 10.712328	 10.717535	 0.004585	 -0.005581	 0.035888	
9.650950	 10.352525	 10.247428	 0.005377	 -0.006303	 0.037528	
9.524061	 10.280112	 10.332564	 0.005101	 -0.005912	 0.040654	
9.724759	 10.429481	 10.193566	 0.005410	 -0.006321	 0.036641	
9.774350	 10.678980	 9.929396	 0.004632	 -0.005894	 0.036470	
9.961055	 10.856955	 10.242124	 0.004703	 -0.005892	 0.033922	
9.896000	 10.901329	 10.126338	 0.004330	 -0.005635	 0.040464	
9.938596	 10.878344	 9.924715	 0.004599	 -0.005895	 0.027086	
9.613880	 10.237430	 10.067264	 0.005641	 -0.005958	 0.027015	
10.116782	 10.984675	 10.609651	 0.004668	 -0.005210	 0.027826	
9.840101	 10.606602	 10.150833	 0.005005	 -0.005302	 0.023217	
